ELEMENTS = 24
1	1	2	150000000000	0.01
2	2	3	150000000000	0.01
3	3	4	150000000000	0.01
4	4	5	150000000000	0.01
5	5	6	150000000000	0.01
6	4	6	150000000000	0.01
7	4	7	150000000000	0.01
8	3	7	150000000000	0.01
9	3	8	150000000000	0.01
10	2	8	150000000000	0.01
11	1	9	150000000000	0.01
12	9	10	150000000000	0.01
13	1	10	150000000000	0.01
14	2	11	150000000000	0.01
15	1	11	150000000000	0.01
16	1	8	150000000000	0.01
17	8	10	150000000000	0.01
18	6	7	150000000000	0.01
19	7	11	150000000000	0.01
20	3	11	150000000000	0.01
21	9	12	150000000000	0.01
22	12	13	150000000000	0.01
23	9	13	150000000000	0.01
24	10	13	150000000000	0.01

NO_OF_NODES = 13
1	9	4	0	0
2	7.5	2	0	0
3	6	0	0	-7000
4	3	0	0	0
5	0	0	0	0
6	0	4	0	0
7	3	4	0	0
8	9	0	0	0
9	12	4	0	0
10	12	0	0	0
11	6	4	0	0
12	15	4	0	0
13	15	0	0	0

NODES_WITH_PRESCRIBED_DISPLACEMENT = 2
5	0	0
13	0	0
